tweet,subtask_a,subtask_b,subtask_c
मुर्खा सारखे नकोतिथे मराठी अस्मितेच्या नावावर फालतू राजकारण करून महाराष्ट्राचे मोठे नुकसान करणार आहेत हे लोक मग…,Offensive,TIN,IND
मला बंगाली भाभी मराठी वहीनीच झवाड्या आवडतात,Offensive,TIN,IND
केस सुशांतची होती आणि शेवट कंगणाचे संडास पाडून झाली,Offensive,TIN,IND
मग तुम्ही काय गोट्या खेळात होता का ?,Offensive,TIN,IND
साली भांड,Offensive,UNT,
बावळट त्या फेक आयडी कार्ड वर पोस्टाचा स्टॅम्प नीट बघ मुंबई लिहिले आहे तिथे मधे मुंबई…,Offensive,UNT,
शेनीक मंद आहेत,Offensive,UNT,
च्यायला हो ??,Offensive,UNT,
मुर्खा जिथं खाल्ले तिथच हागणार्याला चपला नको मारायला मग काय आरती ऊतरवायला हवी काय,Offensive,UNT,
नशीब काही द ळ भद्री लोक भारत पाकिस्तान बॉर्डर प्रदेशात राहत नाहीत नाहीतर पाकिस्तानला स्वतःचा बाप देश मानत रस्त्यावर पाकि…,Offensive,UNT,
च्यायला अबब माझाची चमचेगिरी पाहून अश्रू येतात राव डोळ्यात काय निष्ठा आहे,Offensive,TIN,IND
हे काय पहिल्यांदाच होत नाहीये पासून राम मंदिरासाठी येणाऱ्या पैश्यांवर सगळे भिकारचोट गब्बर झालेत …,Offensive,UNT,
ने थोबाड जरी चमकवलं तरी दळभद्री नशीबाचं काय?,Offensive,TIN,IND
मला झाट काय कळले नाय,Offensive,UNT,
च्यायला आता सोशल मीडिया वर काही पण पोस्ट केलं किंवा लाईक वगैरे केलं तर असं वाटतं की आपण त्या आपल्या मोबाईल स्क्रीन…,Offensive,UNT,
गोट्या कितीहि मोठ्या झाल्या तरी त्या ल ड्याच्या खाली असतात ला स्थापन झालेल्या गोट्याने माज दा…,Offensive,UNT,
नक्कीच भाऊ महाराष्ट्रात फक्त मराठीच वापरली गेली पाहिजे आणि पर्यायाने इंग्रजी…,Offensive,TIN,IND
यांना कोण सांगणार हो मूर्खा बरोबर वादविवाद आपल्याला मूर्ख बनवतात आपण यांची…,Offensive,UNT,
काहीजण जात लिहताना शुद्ध असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते तुमची ती शुद्ध आणि बाकीच्यां…,Offensive,TIN,IND
झवू देस का रांड,Offensive,UNT,
च्यायला राजभवन हे टपरिवर सिगरेट पिण्या सारख झालय कुणी ही उठत न जात,Offensive,TIN,IND
बेड्स मिळत नसल्याने ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून…,Offensive,UNT,
महा नालायक,Offensive,UNT,
काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहे…,Offensive,TIN,IND
च्यायला हे काय बे टोळी मुकादम म्हणजे ?,Offensive,UNT,
फक्त टीआरपी हेच प्राधान्य तोच खरा धंदा पहिला नंबर कोणाचा ह्याचसाठी अट्टहास बाकी सगळं फाट्यावर लोकांना ही अक्कल नाहीत हे…,Offensive,UNT,
तेव्हा काय गांडीत खुंटा घालून बसले होते का तेव्हा पण हिजडे आणि आताचे पण हिजडे…,Offensive,UNT,
च्यायला सत्तरावा लाईक माझा होता,Offensive,UNT,
भाऊ लावडा बाप लसूण मामा आंड काका गोट्या भले असेल त्याचा आमच्या सारख्या सा…,Offensive,UNT,
असतात काही दळभद्री नीच प्रवृत्तीची मुलं,Offensive,UNT,
भाषिक चित्रपट कलाकार कधी हिंदीची गुलामी सोडून असं आपल्या ने…,Offensive,UNT,
अर त्या घंटा नाद आंदोलनाचे पुढं काय झालं रे का अमित शहांच्या आदेशावरून सगळे त्या कंगणाला सिक्योरिटी दयायला गे…,Offensive,TIN,GRP
दळभद्री लोक नकोच बर झाल गेल बिहार ला,Offensive,TIN,IND
काय च्यायलाकाय चाललंय काय,Offensive,UNT,
लंड फकीर,Offensive,TIN,IND
आता डुक्कर कोण आहे नक्की?,Offensive,UNT,
आजच्या बेरोजगार तरुण तरुणींना मंद संबोधताना कोणतं असं बुद्धीचातुर्य वापरले आहे ज्याने देशाचा पंतप्रधान सुखावेल…,Offensive,UNT,
कपाळात गोट्या आहेत कसा कळणार,Offensive,UNT,
आणि हे स्त्री पुरुष समानतेचा वारसा जपणार च्यायला जीभ झडेल बे,Offensive,UNT,
देशाचा पंतप्रधान असू किव्हा कोणी पण त्याची लायकी फक्त छत्रपतीनच्या पायाशी मूर्खा सारखे काही…,Offensive,UNT,
काय चालू आहे राज्यात काय माहित राव कसले दळभद्री सरकार आहे आता सांगा की बोंबलून करून…,Offensive,UNT,
बात हरामखोरीची निघाली तर मग डांबराने लिहीले जाईल,Offensive,UNT,
आहेत काही दळभद्री आणि ट्विट ची मजा घेणारे हलकट,Offensive,UNT,
आमच्या नशिबी दळभद्री हरामखोर होता,Offensive,UNT,
उन्मेष पाटील ने मारहाण केली त्या बद्दल का विचारले नाही या बावळट चा काही अभ्यास…,Offensive,UNT,
कधी गार मंद झुळूक कधी सोसाट्याचा वारा कधी पावसाची हलकी सर कधी तोच मुसळधार कोसळणारा सोनेरी कोवळे ऊन सकाळी सुखावते …,Offensive,TIN,IND
इतका मंद बुद्धी असेल हा माणूस वाटलं नव्हतं मध्ये युवकांना नोकऱ्या देणार होते काय झालं त्याच? किती…,Offensive,UNT,
अगदी अचूक हेरले आपण अजुनही महाराष्ट्रातील जनतेला मूर्ख समजण्याची घोडचूक करत…,Offensive,UNT,
मंद बुद्धीचे प्राणी फार भटकत आहेतजरा तोंडाला लगाम लावा जातीयवादी बोलण्यापेक्षा मराठा समाजाला पाठींबा द्यातुमच्यामुळे…,Offensive,UNT,
ढेचू ढेचू मंद गर्दभ,Offensive,UNT,
च्यायला पदमश्री परत घ्या रे हिचे काहीपण बडबड करतेय,Offensive,UNT,
दळभद्री पुन्हा नेहरू ने काय केले म्हणू नको चोंग्या,Offensive,UNT,
१०० ह्या बावळट लोकांकडे दुर्लक्ष करणं हाच त्यांची बडबड बंद करण्याचा सर्वोत्तम उपाय आहे,Offensive,TIN,IND
दळभद्री भंगार निर्लज्ज काय काय म्हणू अजून,Offensive,UNT,
कोण हे महंत ?च्यायला गप बसा राव,Offensive,TIN,IND
आता शरद पवारांनी सुद्धा यु टर्न मारला मग त्यांचे चोमु साहेब प्रेमी त्यांना म्हणनार का की तुम्ही भाजपा ची बी टीम आहात????,Offensive,UNT,
असे खूपच अन्धभक्त आहेतजे तोंडात आले ते बडबडतात तुम्ही इग्नोर करा अश्या मुर्खांना,Offensive,TIN,IND
अरे बावळट माणसा सरकारी कंपनी चे खाजगीकरण म्हणजे सरकारी कर्मचाऱ्यांची कामे पगार इथपर्यंतच तुझी समझ आ…,Offensive,TIN,IND
पाद गेल्यावर बोचा आवळून काही उपयोग नाही,Offensive,UNT,
अरे सोड मुर्खाइतिहास तू भाजप च नको सांगूआज जे मुंबई महाराष्ट्र मद्ये चालू आहे…,Offensive,UNT,
मागच्या वर्षी ही कुठं काय उपटलं तुम्ही,Offensive,TIN,IND
दळभद्री सरकार आहे हे पण यांना आता जाग आलीय भरती काढायला,Offensive,TIN,IND
च्यायला वर्क फ्रॉम होम मध्ये पण ऑफिसवाले जीव काढतातएवढं काम कि स्वतःकडे पण बघायला वेळ नाही नशीब लग्न नाही…,Offensive,TIN,IND
बावळट आहेत,Offensive,UNT,
आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून…,Offensive,TIN,IND
अरे मुर्खा महापौरांनी घेतलेले मागचे…,Offensive,TIN,IND
कोई धंदा छोटा नही होता आता करतोस तर कर ना मान्य उगीच दुसऱ्याचा नावावर का ढकलतो तो आहे मंद सैनिका चिव सैनिक,Offensive,TIN,IND
काय तर म्हणे जो उखांडणा है उखाड लो घे मग घेतलं उखाडून बसं म्हणावं आता बोंबलत हा महाराष्ट्र आहे इथे माज उतरवून…,Offensive,UNT,
विनाशकाळ आलाय तो माकड तर वाकड्याने केलय आम्ही साली सेनेला मत…,Offensive,TIN,IND
सुशांत बिहारचा रिया बँगलोरची कंगना हिमाचल प्रदेशची आणि भांडणं महाराष्ट्रात आरं कुठं नेऊन ठेवलाय महाराष्ट्र माझा,Offensive,UNT,
नमस्कार तुमची ची जाहीरात इतकी कंटाळवाणी व त्रासदायक आहे की जाहिरात बघून असलेले…,Offensive,TIN,IND
अरे मुर्खा हेच तर विद्यार्थी सांगत होते कित्येक महिन्यांपासून तु लेट करंट आहे का बे,Offensive,UNT,
आहेतच काही दळभद्री विचारांचे सभ्यतेच सोंग घेवून फिरतात,Offensive,UNT,
मंद का व्हायचाय तुला?,Offensive,UNT,
चालेल पण अशा भिकारचोट लोकांना त्यांची जागा दाखवून देणे गरजेचे आहे धन्यवाद,Offensive,UNT,
च्यायला ते पण केलसगळ झाल की शेवटच्या क्षणाला मध्येच येतआता मुलाशिवाय पर्याय नाही,Offensive,TIN,IND
नशीब काही दळभद्री लोक भारत पाकिस्तान बॉर्डर प्रदेशात राहत…,Offensive,TIN,IND
मंद बुद्धी बघ नीट भातखळकर,Offensive,TIN,GRP
अरे मूर्खा एका वडापाव साठी का फडणवीसांना बदनाम करतोमला सांग तुला महिन्याभराचे वडापाव चे पैसे देतो,Offensive,UNT,
सरकारच्या नियोजन शून्य केलेल्या कारभारामुळे मराठा समाजाच्या तोंडात गेलेला घास गेलेला घास काढण्या…,Offensive,UNT,
तोंडात बोळे नाही गोबर कोंबून बसलेत,Offensive,UNT,
गप्प ग ये मंद भेटेल तुला राजकुमार लवकरच,Offensive,UNT,
आणि त्यांच्या निष्ठावंत समर्थकांची खरच गोची झालीये त्यांनाही आतून पटलं नसणार हे पण बोलणार क…,Offensive,UNT,
च्या जमान्यात सोशल मिडीयावर कोणाचा तरी बनण्याची अपेक्षा ठेवणे हा शुद्ध मूर्खपणा आहे,Offensive,UNT,
नीच आहेत ते दळभद्री,Offensive,UNT,
दोन्हीकडे सुपडा साफ होणार आहेवावा तुमच्या तोंडात साखर पडो,Offensive,UNT,
अरे मंद बुद्धी लढाक मध्ये चीनी सैनिक पण मेले आणि ह्या दोन गोष्टींची तुलना करताना ला…,Offensive,TIN,IND
अण आमच्या गोट्या सेठ ले नेपाल चा प्रधानमंत्री भी फटके मारुन‌ चालला जाते,Offensive,TIN,IND
दळभद्री लोक आहेत हे,Offensive,TIN,IND
मंद बुद्धी ।,Offensive,TIN,IND
अरे येड्याहो तुम्ही तर मर्चंट नेव्हीतल्या माणसाला भारतीय नौदलाचा अधिकारी करून टाकले होते मूर्खांहो आणि मुंबई महानगर…,Offensive,UNT,
दुपारी जेवण्याच्या वेळी दारी आलेल्या ब्राह्मणाला किंवा श्रमणाला जो रागे भरतो व काही देत नाही त्याला नीच समजावे…,Offensive,TIN,IND
कुठं नादाला लागतो? बावळट आहेत म्हणून सोडून दे ना दादा,Offensive,UNT,
बावळट लोकांना पण मालिकेत घेतात तर ?,Offensive,TIN,IND
अरे बावळट माणसा तूझ्या विष्णूच्या अवताराने नौकर्या द्यायच्या सोड असलेल्या नौकर्या घालवल्या लोकां…,Offensive,UNT,
मुंबईतील माणसाची हिंदी बोलण्याची घाणेरडी सवय एकदिवस त्याच्याच सर्वनाशाला कार… ` बात हरामखोरीची निघाली तर मग डांबराने लिहीले जाईल,Offensive,UNT,
घाण? बावळट हा शब्द जर तुला घाण वाटत असेल तर हे फुलं तुझ्यावर उधळतो मी,Offensive,TIN,IND
मुर्खाशिवाजी राज्य संपले वर्षातच बामनांनी संपवल नंतर पेशवाई आली नंतर इंग्रज …,Offensive,UNT,
आजपर्यंत परप्रांतियांना पाठीशी घातलं पण आज तेच यांना शिव्या घालतात अजूनही वेळ गेली नाहीत यांना आता हाकला…,Offensive,UNT,
एवढ कळालं असतं तर त्यांनी भाजप कधीच सोडली असती अंध भक्त मंद भक्त,Offensive,TIN,IND
अरे बाबा घे अमराठी लोकांना अजून डोक्यावर कधी सुधारणार काय माहित मुंबई ला काही पण बोली ते नाही दिसलं का हो ?…,Offensive,TIN,IND
आरे मुर्खा तुझ्या सारख्या बीनडोक दोनहीकडुन बोलणार्या चोमु मुळे हे होत आहे,Offensive,UNT,
एक बाईने तुमच्या तोंडात शेण घातले ते बघ आधी मुलीच्या फोटोला चप्पल मारतात डॉनच्या धमकीवर शेपूट घालून घरात बसतात आ…,Offensive,TIN,IND
ज्या एकाचा डोळा लाल झाला आहे ना तो पूर्व नौसैनिक आहे हे न समजू शकणारे किती मंद आहेत हे सांगायची…,Offensive,UNT,
तो बोल मंद हळवासा आयुष्य स्पर्शूनी गेला सीतेच्या वनवासातील जणू अंगी राघव शेला ग्रेस,Offensive,UNT,
महाराष्ट्रातील भिकारचोट विरोधी पक्ष जे…,Offensive,UNT,
झाट कुणी भाव देत नाही रे तुला इथे ट्विटर वर तू कर ना तुझी नको तिथे कशाला उगीच? ?,Offensive,TIN,IND
आपल्या म्हणण्यावर थोडी हाय ते ते दळभद्री चांगले खेळायला पाहिजे जाऊ दे मला काय गरज मी तर …,Offensive,UNT,
तर मग त्याचे काय बावळट? दिल्ली मध्ये गेलयेस कधी का फक्त मुंबईतील कचरपट्टीत समाधान वाटते…,Offensive,TIN,IND
मी पण मराठी आहे पण माझे विचार तुज्या सारखे बावळट नाही मी सर्व…,Offensive,UNT,
याने तर लोकांची फाडून ठेवली,Offensive,UNT,
मुर्ख वागळे हे बघ। अरे मुर्खा एखादा नौसेना कर्मचारी नौसेनेतुन निवृत्ती नंतर मर्चंट नेवी म…,Offensive,TIN,IND
ह्या असल्या दळभद्री लोकांना अक्कल शिकवायला हवी होय मि केलीय तुम्हीही निदान अकाउंट रिपोर्ट करा त्याचे…,Offensive,UNT,
दरवर्षी दोन करोड नोकऱ्या देण्याचे आश्वासन देणाऱ्या दळभद्री सरकारला पासून आणलेल्या सर्वच जॉब स्कीममधून फ…,Offensive,TIN,IND
कोणी ही बावळट माहिती पसरवली आहे माहिती नाही त्या दर वेळेस बेंगलोर मधे राघवेंद्र स्वामी मठात आराधनेक…,Offensive,UNT,
या दळभद्री मध्ये काय बघितलं सुशांत ने,Offensive,UNT,
बावळट ना मग काय अजून,Offensive,TIN,IND
आम्हा मराठी लोकांना शब्द वापर्न बोहोत आवडते जस्स कोरोना फोरोना नाश्ता फास्ता लवडा …,Offensive,TIN,IND
ह्या असल्या दळभद्री सरकारचा जाहीर निषेध,Offensive,UNT,
उध्दव ठाकरे तुझे क्या लगता है हे बोलून तिने लायकी दाखवली आहे सरकारने राज्यातील प्रश्नावर लक्ष द्यावे…,Offensive,UNT,
त्या बावळट माणसाला माफी मागण्याची तरी लाज आहे का,Offensive,TIN,IND
दळभद्री कुठला,Offensive,TIN,GRP
दळभद्री आहे हे यांना फक्त निवडणूक आली तर शेतकरी दिसतातमहाराष्ट्रात आल्यावर सडलेले कांदे हाना यांना,Offensive,UNT,
त्याच्या एवढा बावळट पत्रकार कोणी नसेल,Offensive,TIN,IND
कोण आहेत ते बावळट लोक,Offensive,UNT,
हगणे राहिलं,Offensive,TIN,IND
जरा आरश्यात स्वतःच थोबाड अन् आधारकार्ड वर स्वतः च नाव बघ तू स्वतः ब्राह्मण आहे हे सगळे घ…,Offensive,UNT,
किती दळभद्री मानसिकता ही उदाहरण देताना आपण कोणालातरी कमी लेखतोय याच तरी भान ठेवा शिखंडी ला कमी लेखून तुम्ही अखि…,Offensive,UNT,
तुमच्या सारख्या लोकांचे विचार त्या बावळट साऊथ लोका सार…,Offensive,TIN,IND
अरे आला मध्ये न्या तिकडे मुंबई वाटेल। दळभद्री विचारदरिद्री संस्कारहीन तिकडे कर म्हणा…,Offensive,TIN,IND
अरे रे रे आता इतके भिकारचोट धंदे करायला लागलेत,Offensive,TIN,IND
मंद भक्तांची लोकसंख्या माहित नाही मध्ये आलेला फंड किती माहित नाही? मंद भक्तांचा पगार ४…,Offensive,UNT,
आणि आपले साहेब बोलले तर तोंडात घेऊन गप्प बसा,Offensive,UNT,
मेरी तरफ से के लिए एक दिन मर जायेगा कुत्ते की मोत जग में कहेंगे मर गया मादरचोद…,Offensive,UNT,
अगदी अचूक हेरले आपण अजुनही महाराष्ट्रातील जनतेला मूर्ख समजण्याची घोडचूक करत आहेत नि…,Offensive,UNT,
मी कंगणाच्या जागी असतो ना तर असल्या लफडयात पडलोच नसतो मित्र (फुल्ल टाईट),Offensive,UNT,
ही अशा दळभद्री मानसिकता असणारा प्रवक्ता आणि यांना पंतप्रधान मोदी फॉलो करतात यांना दुसऱ्यांनी के…,Offensive,UNT,
दळभद्री दिन चिरायू होवो,Offensive,UNT,
ट्विटरवरील फडतूस बिग्रेडी कसे ओळखावे आठवड्यातील सहा दिवस मोदींना शिव्या घालतात आणी सातव्या दिवशी हेच दळभद्री प…,Offensive,UNT,
एकदा एका मित्राने मैत्रिणीला विचारले कि तू तोंडात घेशील कि हातात तेव्हा ती मैत्रीण पटकन बोलली कि नरम असेल तर…,Offensive,TIN,IND
कोरोनाच्या कॉलर ट्यूननंतर आता ह्या च्या जाहिरातीने त्रास सुरू केला आहे जाहिरातींसाठी इतका पैसा मोजण्यापेक्षा,Offensive,TIN,IND
देवेंद्र फडणवीसांना आरक्षण मागतोय तुझी बायको नाही असं बोलणाऱ्यांनो आता तुमचे मालक सत्तेत असूनही…,Offensive,UNT,
शेट च्या गोट्या,Offensive,UNT,
एका लायकी नसलेल्या बाईने आपल्या मुंबईला पाकिस्तान म्हणून संबोधले आणि केंद्र सरकारने तिला जाब विचारायचा सोडून तिच्या सुर…,Offensive,UNT,
इतका मंद बुद्धी असेल हा माणूस वाटलं नव्हतं मध्ये युवकांना नोकऱ्या देणार होते काय झालं त्याच? किती जणांना…,Offensive,UNT,
तिज्या आता हे बावळट नवीन पोशाख घालून काही तरी उगाच,Offensive,TIN,IND
शेनिकाना कर्ज काढून यायला पाहिजे तिकडं आणि तिथं आल्यावर तुझा मार सुध्दा खाल्लं पाहिजे किती ते दळभद्री नशीब,Offensive,TIN,IND
शेतकऱ्यांना थोडा जरी दिलासा मिळताना दिसला की लगेच ह्या दळभद्री सरकारच्या पोटात गोळा येतो,Offensive,UNT,
उद्या तुमच्या मुळे विद्यार्थी आत्महत्या करणार तुम्ही कोर्टात एक आणि बाहेर एक बोललात ऑनलाइन एक्झाम घेत…,Offensive,TIN,IND
भिकारडी मालिका दाखवणे बंद करा त्या पेक्षा युट्युब वरची गावाकडची गोष्ट ही मालिका दाखवा,Offensive,TIN,IND
च्यायला हा शशांक माझा खास दोस्त आहे,Offensive,TIN,IND
त्यांना हा पाकिस्तान चा भाग नसून राज्यघनेनुसार तो भारतातचाच भाग आहे कदाचित हे पण माहीत नसावं मंद बुद्धी,Offensive,TIN,IND
भक्त मंद असतात हे सत्य आहे ।।,Offensive,UNT,
आले आले आलेमराठी भैये आलेअरे शेमन्यानो ती महाराष्ट्राला मुंबई…,Offensive,UNT,
आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय जरा कमी तोंडाव…,Offensive,UNT,
च्यायला अन्याय आहे हा,Offensive,TIN,IND
म्हणून तर तुमच्या सारख्या ची मिडिया मारते आकलेचा तर काय पत्ता नसतो आन बड बड कराय…,Offensive,UNT,
अरे मंद बुद्धी लढाक मध्ये चीनी सैनिक पण मेले आणि ह्या दोन गोष्टींची तुलना करताना लाज वाट…,Offensive,UNT,
या मंद लोकांना नोकरी गेली तर काही वाटत नाही यार,Offensive,TIN,IND
च्यायला हे मोदी बेन सर्वपित्री अमावस्या ची पैदास हाय,Offensive,UNT,
बावळट मुंबईत घरे आहेत माझी मुंबईत आणि ठाण्याला कधी येतोस बघायला …,Offensive,UNT,
त्यांची औकात कित्येक वर्षे तीच आहे पुर्वी देशद्रोह्याना किवा गुन्हेगाराना शिव्या घालायचे …,Offensive,UNT,
पितृपक्ष सत्य वचन आयुष्य असं मनसोक्त जगा की शेवटी कावळा नुसता शिवला नाही तर लोळला पाहिजे,Offensive,TIN,IND
मंद सैनिकांनी हा लेख नीट त्यात काय म्हंटलं ते नीट वाचा राज ठाकरे नां कुठे मदत मागितली नाहीं आणि टाळी पण दिलेली ना…,Offensive,UNT,
तुम्ही मग काय गोट्या खेळता,Offensive,TIN,IND
अरे मंद भक्ता कलाकाराने केलेला अभिनय आणि तुझ्या या निर्लज माणसाने केलेली…,Offensive,TIN,IND
मग तो आपला गिरीश काय करतोय रे हल्ली आणि सौमया।ने गोट्या खेळणे सोडलं का रे,Offensive,UNT,
भातुसे माजी सैनिकांना मारहाण करण्याचे महान कार्य केल्याबद्दल आपण दलिंदर गुंडाबद्दल तोंडातून शब्द बा…,Offensive,TIN,IND
राज्यात पोहे खाल्ले जातात पोहा नाही असे छुपी हिंदीकरण दिसेल तिथे हाणून पाडा आणि हो इथली राजभाषा,Offensive,TIN,IND
मंद लोकांचं ठीक आहे पण मोठ्याना कळायला पाहिजे ना,Offensive,TIN,IND
माणसाच्या तोंडात भाजपची चावी लागली की आपोआप काश्मिरी पंडीत अयोध्या पाकिस्तान राष्ट्रवाद हे शब्द बाहेर येतात।,Offensive,TIN,IND
फालतुगिरी पाहत सुद्धा नाही आणि पाहणार सुद्धा नाही आणि को…,Offensive,UNT,
बोललोय भाऊ हे घरी दारी सगळीकडे असं दुसऱ्यांना मादरचोद म्हणू नाही आपले संस्कार दिसतात,Offensive,TIN,IND
यानी सल्ला दिला आणि मंद सगळी कडे टाळी दिली टाळी दिली म्हणुन उर बडवत आहेत बाळासाहेबा ची निवड योग्यच होती,Offensive,UNT,
मंद बुद्धी माणूस खळखळ लाट कर,Offensive,UNT,
मराठी भैय्याना हाकलून लावला पाहिजे बिहार ला तिथली औकात समजेल आणि असले भिकारचोट कमेंट करणार नाही,Offensive,TIN,IND
मराठीचा अभिमान दाखवणार्या मराठी नट नट्या लग्न मात्र पर भाषिकांशी पर प्रांतियांशी पर धर्मियांशी करतात तेव्हा मराठी अस्मि…,Offensive,TIN,IND
एखादं कार्ट नालायक चोरटं भामटं गुंड भंपक मुजोर मर्कट हालकट मग्रुर निघालं तर समाज त्याला जास्त दिवस खपवुन घेत नाही …,Offensive,TIN,IND
@USER महागाई ची तुलना हिंदू धर्मा बरोबर करणारा हा चूतीया फक्त हिंदू च असतो दुसरी कोणाची हिम्मत नाही उघड उघड बोलायची…,Offensive,TIN,IND
@USER @USER @USER @USER तू गांडू आहेस का दुसऱ्याला चुतीया बोलतोसतुझ्या बोच्यावर कधी…,Offensive,TIN,IND
@USER मोगली चुतिया वावा,Offensive,TIN,IND
@USER तू ला माहीत होत पुर येणार तर येडझवया त्या ८ रुग्णांना तुझ्याच घरी ठेवायचं चुतीया,Offensive,TIN,IND
@USER ‍ लोकं येडझवे आहेत म्हणूनच चुतीया अन् गांडू राजकारणी लोकं हवे तसे वागवतात आपल्याला,Offensive,TIN,IND
@USER @USER @USER @USER चुतिया ४,Offensive,TIN,GRP
@USER @USER @USER तू न लावता चाटतोस तुझ्या प्रत्येक वरून कळतं ते झाटू मी…,Offensive,TIN,IND
@USER लोकांना हिंदुत्वाच्या नावाने चुतिया बनवणारे आज स्वतःच्या भाजपा कार्यालयाच्या लायब्ररीत कुराण ठेव…,Offensive,TIN,IND
@USER @USER @USER चुतिया अंध भक्त,Offensive,TIN,IND
@USER @USER चुतिया अंध भक्त,Offensive,TIN,IND
@USER ची जरा मंद आहे,Offensive,TIN,IND
@USER @USER @USER अरे मंद बुध्दी थोडे तरी डोकं लाव की निवडणूक आयोग कोणाच्या येतेलय अवघड ये तुमचं,Offensive,TIN,IND
@USER @USER @USER हे लोक स्वतः मंद बुद्धीचे प्रदर्शन करतात,Offensive,TIN,IND
@USER मंद आहे तो पण,Offensive,TIN,IND
@USER मंद बुद्धी,Offensive,TIN,IND
@USER आपण पंढरपूर ला आणि त्या मंद बुद्धीने बंगाल मध्ये आणि आसाम मध्ये जे घाव घवीत यश मिळालं ते अतुलनीय आहे मोठा पेक्षा,Offensive,TIN,IND
@USER मंद बुद्धि,Offensive,TIN,IND
@USER @USER मंद बुद्धि,Offensive,TIN,IND
@USER अहो त्याचा रोजगार गेला ना तो महिन्याला ४० पैसे कमवायचा असली मंद बुध्दी लोक आहेत आपल्याकडे ज्यांना…,Offensive,TIN,IND
@USER चंपा जी ब्लॉक करुन जाणारे भुरटे धड निवडणून येत नाही आणि आत्ता धमक्या द्यायला चालू झाले मंद बुद्धी नेता तेलकट चंपा …,Offensive,TIN,OTH
@USER @USER @USER@USER @USER @USER पोलीसांनो याबद्दल…,Offensive,TIN,IND
@USER ठेकेदारां कडून फक्त टक्केवारी गोळा करणे हिच यांची जबाबदारी बाकी जनतेला माझी कुटुंब माझी जबाबदारी ब्रीद वाक्य सांगुन…,Offensive,TIN,IND
@USER @USER कोविड योद्धा महावितरण कर्मचारीआणि एसटी कर्मचारी बस मध्ये मांडीवर लोक घेतोबेस्ट सेवा देतो अंबुलन्स सेवाऑ…,Offensive,TIN,IND
@USER सहि भन्नू भयो माननीय ज्यु यतिबेला कुर्सीको लडाईमा जनताले भोकै पेट र कोरोनाको महामारीसंग लड्दै यी नालायक…,Offensive,TIN,IND
@USER @USER @USER हा नालायक सरकार मध्ये कोण आहे?,Offensive,TIN,IND
किती नालायक लोक है तुम्ही राज्यात आणि देशामध्ये करोना चा धुमकल लागला आणि तुम्हाला लोकांना सत्तेची भूक आहेहे पाप…,Offensive,TIN,IND
@USER @USER अरे नालायक मानसा तुला आमचा विषय समजला नाही कुत्र्या आम्ही पैसे मागत नाही बिनपगारी नोकरी करायला तयार…,Offensive,TIN,GRP
@USER @USER अरे नालायक इथे अक्कल लाव ना सर मुल्ला असल्यामुळे आता बंगाल मधे घायची…,Offensive,TIN,IND
@USER @USER @USER तुमचा दिल्लीतील मालक सर्टिफिकेटवर फोटो टाकायला विसरला नाही पण व्हॅक्सीन…,Offensive,TIN,IND
@USER नालायक माणसा मराठीत माफी मागतुझ्यासारख्या कसलीही चौकशी न करता बातम्या देणाऱ्या नालायक पत्रकारां…,Offensive,TIN,IND
@USER कलकत्ते जा तू नालायक,Offensive,TIN,IND
@USER नालायक मोदी सरकार ते वयोगटातील व्यक्तींना लसीसाठी जो पुरवठा केला गेला राज्यांना तो बघा गुजरात ला बघा किती दिलाय आणि बा…,Offensive,TIN,IND
नालायक मोदी सरकार ते वयोगटातील व्यक्तींना लसीसाठी जो पुरवठा केला गेला राज्यांना तो बघा गुजरात ला बघा किती…,Offensive,TIN,GRP
@USER हा हरामखोर सरळ सरळ पंढरपूरच्या मतदारांचा आणि लोकाशीला अपमान करत आहे आणि शिव्या घालत आहे आणि तुम्ही नाला…,Offensive,TIN,GRP
@USER @USER अरं तुमच्या पक्षाची लायकी काय नालायक ग्रीड फेल मंत्री,Offensive,TIN,IND
@USER त्या भाजपा पेक्षा गोदी मीडियाची थोबाड बघा असं वाटतंय आता बांगड्याच फोडून घेतीलनालायक कुठले,Offensive,TIN,GRP
@USER मग नालायक साला गुंडा हरामखोर ही कोणती भाषा आहेनिदान बिस्कीट पत्रकार आहेत याचा तरी भान राख…,Offensive,TIN,GRP
@USER मराठ्यांचात फूट पाडून राजकारण करणारा नालायक माणूस,Offensive,TIN,IND
@USER काही नालायक मराठी नेते याच्या विरोधात प्रचार करायला गेलेले निर्लज्ज,Offensive,TIN,IND
@USER @USER लालच नालायक माणसाला घरी बसवते,Offensive,TIN,IND
@USER राजकारणातील पातळी सोडलीच आहे पण आता माणुसकीची पातळी पण सोडली या भाजपाच्या नालायक नेत्यांनी यांच्यावर खरोखरच एवढी टीका क…,Offensive,TIN,IND
