tweet,subtask_a,subtask_b,subtask_c
भडव्या तूझी लायकी काय रे भाड्या,Offensive,TIN,IND
आईघाल्या तुझी गांड दुखते का ? उद्धवसाहेब मुख्यमंत्री आहे म्हणून,Offensive,TIN,IND
तु गू खा रे भड्व्या सोनिया चा़ दलाल,Offensive,TIN,IND
कारे तुझ्या बहीणीच घर फोडल की काय मादरचोद?,Offensive,TIN,IND
अबे मादरचोद गदधार तूझ्या सारख्या हरामखोचा हा महाराष्ट्र नाहीहा आमचा शिवाजींचा बाळासाहेबांचा आणि मा…,Offensive,TIN,IND
पुच्ची,Offensive,TIN,IND
साली कुत्ती,Offensive,TIN,IND
जवान तर देशाची रक्षा करतातपुरात सहायता करतात हा भडवा आईघाल्या कोणांच काय चोळतो देव जाणे,Offensive,TIN,IND
साली रंडी,Offensive,TIN,IND
हो का गोट्या चोळ्या,Offensive,TIN,IND
मोती शेठचा वाढदिवस राष्ट्रीय बेरोजगार दिन म्हणून साजरा करण्यापेक्षा आंतरराष्ट्रीय दळभद्री दिन म्हणून साजरा कर…,Offensive,TIN,IND
तुझ्या आईची गांड बुल्ल्यातुझे बाप आम्ही आहे आईघाल्या,Offensive,TIN,IND
तुजाई तर पुऱ्या घोळक्यात नंगी होती लई आवडत त्या रांड ला,Offensive,TIN,IND
मी बोचा धुताना तू काय बागायेल येत होता का रे,Offensive,TIN,IND
भिकारचोट,Offensive,TIN,IND
अरे भडव्या आदी तुजी लायकी बग तुला गल्लीतील कुत्रा विचारतो का मग दुसऱ्याला बोल गांडू साला,Offensive,TIN,IND
या फक्त निंदानाथ सिंह आहे। कोणत्याही घटने नंतर म्हणतो इस घटना की करते हैं। आणि झाट पण नाही उपटत।,Offensive,TIN,IND
भाड़ खाव म्हनजेच भाड़ खानार्या लोकांना नाही नोकरीची किम्मत कळनार तु नालायक आहेस वाघ…,Offensive,TIN,IND
खरी गजाल येगळीच आसाह्या सगळ्याक कारणीभूत मंद शिवसेना समर्थक आसयसगळेच काय रावतोसारखो रिकामटेकडे रवाक…,Offensive,TIN,IND
हा नालायक गृहमंत्री दिशाबाबत तिने पोलिसांना १०० या नंबरवर फोन केला त्याबाबतच्या प्रश्नावर उत्तर न देता प…,Offensive,TIN,IND
त्या भिकारचोट कंगणा तिच्या घराचे कागदपत्र चाळून तीची घर बेकायदेशीर ठरवायला बर वेळ मिळाला सरकारला आणी कोर्टा…,Offensive,TIN,IND
जाऊ द्या भाऊ ह्याले समजे नाही झाट अन म्हणे मले पत्ते वाट,Offensive,TIN,IND
निल्या तु लहान आहेस अजुन तुझ्या मापाची हाफ चड्डी बनली नाय म्हणुन तु आपल्या गोट्या गोट्या खेळ नसल्या त्या उचापात्या…,Offensive,TIN,IND
काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहेत अग…,Offensive,TIN,IND
सोनू नाव? खर नाव घ्यायला फाटतो का बोचा तो तर फाटणारच मुंबई चा पालक मंत्री कोणी बसवला मातोश्री असणारी कलानगर सीट…,Offensive,TIN,IND
हो रे मंद बुद्धी तेच म्हणालो ना मी भक्त अंध भक्त या शब्दां…,Offensive,TIN,IND
ही असं जर इतर तमिळनाडू कर्नाटक राज्यात बोलली असती तर तिथले लोकच रस्त्यात धरून तुकडे तुकडे केले असतेपण महारा…,Offensive,TIN,IND
किती ही बावळट बाई आहे न्यायप्रवीष्ठ असलेल्या प्रकरणावर सुद्धा मतप्रदर्शन करते ? बॉलिवूडच्या इ…,Offensive,TIN,IND
गोट्या सेठ न काय कंपनी बनवलं आहे गुगल सर्च मध्ये पन नाही येतं बोगस कंपनी,Offensive,TIN,IND
उध्दव ठाकरे तुझे क्या लगता है हे बोलून तिने लायकी दाखवली आहे सरकारने राज्यातील प्रश्नावर लक्ष द्यावे हिच्याकडे…,Offensive,TIN,IND
कंगनाला आज संविधानाचा अपमान दिसतो स्वतःवर आले म्हणुन जेंव्हा दिल्लीत संविधान जाळले तेंव्हा तुझ्या तोंडात कुणी बोळा…,Offensive,TIN,IND
आम्ही अंध भक्त नक्की आहोत पप्पू सारखे मंद नाहीच,Offensive,TIN,IND
साली रांड,Offensive,TIN,IND
चूप रे मुर्खा तू कोणावार कारवाई करणार ? उपट्यांनो महारा…,Offensive,TIN,IND
वेड्या माणसा मराठा आरक्षणासाठी फडणवीस मुख्यमंत्री असताना सुरवात झाली होती तेव्हा तोंडात काय घेऊन बसला…,Offensive,TIN,IND
तु तर एडझवाच हाय तोंडात दिलाय का तुझ्या??,Offensive,TIN,IND
अरे मुर्खा तुमचे भक्त त्या फडतूस शेट ची बरोबरी आमच्या महाराजांना सोबत करतात त्याचा आधी निषेध कर सतरंजी उचल्या,Offensive,TIN,IND
आबे चुतीये लोक तुला शिव्या देत आहेत ह्या वरूनच ओळख मराठी लोकांच्यात किती चीड निर्माण झाली आहेमंद बुद्धी आहेस वाटत,Offensive,TIN,IND
मूर्खा मुघल कालीन वस्तु आसं आहे ते त्या सर्व मुघलांच्या वस्तु नाहीत आणि तिथे शिवाजी म…,Offensive,TIN,IND
आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय जरा…,Offensive,TIN,IND
लवड्या मी माझा भाषेत बोलोना तुझा बापाला पण ऐकयचो नाही लवड्या गांडीत पाय घालेल तुझा आई झवाड्या…,Offensive,TIN,IND
दादा साहेब फाळके नाव आहे मंद बुद्धी,Offensive,TIN,IND
अरे रांडच्या मी संविधनावरून बोललोच नाही मी तर तुझ्या आईला कशी झवली आणि तु…,Offensive,TIN,IND
बेक्कार मंद आहे मग ही हिला युती आहे एवढं पण माहीत नव्हतं,Offensive,TIN,IND
उर्मिला मातोंडकर माझा च्या कट्ट्यावर येतेय मंद सैनिक उर्मिलाच्या कार्यक्रमाचा प्रचार नेमका कोणत्या नात्यांनी करत आहेत?…,Offensive,TIN,IND
अरे मंदबुद्धी तुझ्या घरातले झाले यावरून तरी समज कसा कोरोना पसरला आहे ते बावळट गांज्या,Offensive,TIN,IND
कंगनानं अनधिकृत बांधकाम केलं ते अधिकृत दाखण्यासाठी पालिकाच्या संबंधित अधिका यांनी लाच मागितली असणार त्यानंतर कंग…,Offensive,TIN,IND
आग मंद बाबासाहेब नाही दादासाहेब फाळके थोडी माहिती घेऊन लावलावी करत जा तुला काय कामधंदा नाहीये,Offensive,TIN,IND
पोरी पळव्या राम्या आईघाल्या तु सांगणार का अत्याचार कुणावर होतोय,Offensive,TIN,IND
अरे मुर्खा आता संघात पूर्ण पँट असते पण तुझ्या डोक्यात अजून चड्डीच आहे,Offensive,TIN,IND
तुजाईला माझा लवडा लई आवडतो सारखा तोंडात ठेवते तिच्या…,Offensive,TIN,IND
तुझ्या फावड्याला दाऊदची धमकी अली आहे मग तू काय घरात बसून गोट्या खेळतोयस तुझ्या फाव…,Offensive,TIN,IND
बावळट निर्लज्ज सडक्या मेंदूची पैदास किड्याची औलाद आहे,Offensive,TIN,IND
काही दिवसाने हा भिकारचोट लोकल ट्रेन्स मध्ये फाटक्या कपड्यात हेच हार्मोनियम घेऊन गाणार आहे आता पासूनच चा…,Offensive,TIN,IND
जुमला कुमार संघटनेचे अध्यक्ष माननीय नरेन्द्र मोदी उर्फ फेकू उर्फ चहावाला उर्फ डिग्रीमास्टर गाटार मधून गॅस उत्पादन…,Offensive,TIN,IND
अरे काय हनिमूनला गेली आहे का ती? भिकारचोट पत्रकारिता,Offensive,TIN,IND
बकचोद विंग जेथे बकचोद करतेस का? निर्लज्ज बाई आहे तु मुर्ख चांडाळी गप्प तोंडात बो घाल,Offensive,TIN,IND
तिकडं त्याच्या तोंडात लॉलीपॉप देतात,Offensive,TIN,IND
काजल गेली घड्डयात तुझे शब्द वाचून लवडा ताठ झाला,Offensive,TIN,IND
दळभद्री बाबासाहेब आंबेडकर आणि दादासाहेब फाळके,Offensive,TIN,IND
निर्लज्ज आहे तो त्याला किती टोचा तरी म्हणेल लाल माझाच बोचा,Offensive,TIN,IND
महाराष्ट्रात रिपब्लिक चॅनलला बंदी म्हटल्यावर आता ह्या ठर्कीच्या गोट्या फिट करणे सोपे झाले अब आयेगा मजा बकरे…,Offensive,TIN,IND
मला नेहमी वाटायचं हिच्याशी लग्न करून नी चूक केली तिने मला खरं ठरवलं आज बुटकी साली हिची काहीच लाय…,Offensive,TIN,IND
गपरे चुत्या तूला कोण बोलला माझ्या मध्ये येऊन तुझी निजव असा झाटू तुझ्या सारख्या नपुसकाला झाट…,Offensive,TIN,IND
काय रे आई झावाड्या हिजड्या हॉटेल ला काय धंदा करतो का मादारचोद तुझा नंबर दे भ…,Offensive,TIN,IND
करे कवडीच्या भिकारी लाळचाट्या भडव्या तू आला पहिले माज़्या ट्वीट वर भोस्डीच्या तुझ्या बापने…,Offensive,TIN,IND
चा बोचा चाटत बस तू,Offensive,TIN,IND
तुझा बाप मी आहे भाडखाऊ त्याला सोड तुझी आय मी…,Offensive,TIN,IND
संजय राऊत आईघाल्या आहे शिवसेना चा आहे मालक बनायला निकाला कुत्रा शिवसेना तर सोनिया रांडेचे पायचाटे बन्दे बाळा…,Offensive,TIN,IND
मूर्खा मराठी सिनेमावर लिहिलंय त्यात बापाचा सम्बन्ध नाही कळतंय मग विचारतोस कशाला ? माझ्या बापाच्या पगाराशी…,Offensive,TIN,IND
बाळासाहेबांचा बाळ्या बावळट निघाला,Offensive,TIN,IND
घे तोंडात,Offensive,TIN,IND
महाराष्ट्राला कोरोना नाही कंगना हा रोग लागलाय त्यात महाराष्ट्रातले दळभद्री राजकारणी लोकं त्या चुतीया कंगनाची बाजू…,Offensive,TIN,IND
तिला तोंडात मोठा काळा चोकोबार मिळाला दिसतोय,Offensive,TIN,IND
रांड दिप सुव्वरदेसाई,Offensive,TIN,IND
मुद्दामहून थुकत बसला ते पण दोस्तांना बोलवून म्हणुन झाट शिलगली,Offensive,TIN,IND
माझा हंटर चांगलाच घुसलाय आईच्या पुच्चीत तुझ्या कशी खवळली रांड लगेच,Offensive,TIN,IND
तोंडात घे,Offensive,TIN,IND
तुझे कागद पत्र काढून ठेव आधी गद्दार पाकिस्तानी मानसा,Offensive,TIN,IND
अरे भडव्या आधी स्वताच बग तू आमच्यावर टीका फेक अकाउंट काढून करतो यावरून तुजी लायकी काय आ…,Offensive,TIN,IND
भडवा है हा लढा कधी संपणार नाही मी एकटा जरी उरलो तरी माणसांनो उतरा रस्त्यावर आणि दाखवा,Offensive,TIN,IND
मूर्खा अजून दंड ठोठावलेला नाही जरा वाचत जा मंदभक्ता,Offensive,TIN,IND
तुझ्या आईची गांडभाडखो मादरचोद चुतीया सालाहरामखोर की पैदाईश,Offensive,TIN,IND
कोर्टाने ला स्थगिती दिली आहे तुमचे ज्येष्ठ विधीज्ञ परमजीतसिंग पटवालिया कोर्टात गोट्या खेळायला जात होते काय?…,Offensive,TIN,IND
या बावळट पेक्षा बाबड्या बरा,Offensive,TIN,IND
मी पुन्हा येईन असं जोक मारणारा गोट्या कुठे गेला तुमचा?,Offensive,TIN,IND
ये गपे भिकारचोट,Offensive,TIN,IND
आईघाल्या तुझ्या बापाची तर नक्कीच नाही,Offensive,TIN,IND
हा मग ते तुजी मानसिकता तशी बावळट झाली आहे त्या मुळे…,Offensive,TIN,IND
एकच मंद गोपीचंद असेल हो ते,Offensive,TIN,IND
तुम्हाला जास्त कळतं वाटतं सोनिया समोर कधी झुकलेत ??? सत्ता समीकरण ला तुम्ही झुकले…,Offensive,TIN,IND
अरे दळभद्री ४० पैसे राजाच्या बिनडोक माणसा गुजराथांच्या चपला पुस फक्त पण तुझी लायकी नाही मराठी कला…,Offensive,TIN,IND
नेव्हीतील रितारमेन्ट नंतर कोणता आयटी सेल जॉईन केला होता का रे बावळट माणसा,Offensive,TIN,IND
तुज्या सारख्या च्युते महाराष्ट्र तील नसतील आम्ही महाराष्ट्र तील लोक हिंदी ला सुद्धा मान…,Offensive,TIN,IND
तुझी गांड बगतोय घोडी झाल्यावर लंड तुझ्या भोकात टाकायला कीती मस्त वाटत असेल हे ना,Offensive,TIN,IND
अरे भडव्या औरंग्याचे वंशज तुम्ही जेव्हा मुघलांनी तुमच्यावर अत्याचार केले तेव्हा ए…,Offensive,TIN,IND
तु बावळट झालाय का रे …,Offensive,TIN,IND
अरे अडाण्या जरा बाबासाहेब आंबेडकरांनी लिहिलेलं वाच (वाचता येत असेल तर) स्वतः…,Offensive,TIN,IND
एक मंद बीबीसी मधून हकलाऊन दिलाय म्हणतात,Offensive,TIN,IND
हा माहीत करून घे ना मग बावळट आहेस काय ??,Offensive,TIN,IND
च्यायला १ चित्रपट काय केला झाडावर चढले बुवा तुम्ही।,Offensive,TIN,IND
तुझी पुच्ची लय मोठी झाली असील ना आता रोज किती घेते कोणाला माहीती।,Offensive,TIN,IND
तुम्ही वर्ष गोट्या खेळत होता का बांगड्या भरलेल्या काय?,Offensive,TIN,IND
तोंडात घे तू प पान,Offensive,TIN,IND
च्यायला ह्यांच् वेगळा सुरु आहे एडझवे कुठले,Offensive,TIN,IND
अरे भिकारचोट कुलकरण्या वर्ष भाजपचे सरकार असताना त्यानी काय केल ते पण साग ना तुझ्या घरात एकद मुलं जन्माला आलं तर…,Offensive,TIN,IND
साहेबांनी एकदा का पाण्या ऐवजी दगडाने बोचा घासायला लावलं की आम्ही डोळे मिटायला मोकळे,Offensive,TIN,IND
हरामी रांड आहे तू भेट तुझ्या मयला कंगना हरामी बराची औलाद,Offensive,TIN,IND
हे असले दळभद्री कसे जन्माला…,Offensive,TIN,OTH
च्यायला यांना झालं म्हणजे काही डोंगर कोसल का? अमित शाह आणि बरेच भाजप आणि इतर पक्षाचे नेते ना ही करोना…,Offensive,TIN,OTH
महाराष्ट्रद्रोही अशिक्षित आणि बावळट लोक पण व्यक्त होत आहेत शिक्षण धोरणा वर,Offensive,TIN,OTH
फोड ना ते ऑफिस लावून टाक आग त्याला भेंचोत जिंदगी झाट् झालीय,Offensive,TIN,OTH
ज्या एकाचा डोळा लाल झाला आहे ना तो पूर्व नौसैनिक आहे हे न समजू शकणारे किती मंद आहेत…,Offensive,TIN,OTH
खरंच खूप सुंदर व्हिडीओ अतिशय समर्पक आणि चपखल शब्दात सर्व मांडलंय हे पाहून तरी इथल्या भय्यांना अक्कल यावी हीच अपे…,Offensive,TIN,OTH
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाजहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर …,Offensive,TIN,OTH
हेच तर विशेष आहे यांचे म्हणून वर आणुन सोडले होते दळभद्री पिढ्यानपिढ्या स्वतःच्या तुंबड्या भर…,Offensive,TIN,OTH
सह्याद्रीकडे डोळे वटारून पाहिले तर डोळे काढून गोट्या खेळू सह्याद्रीला अपशब्द वापरले तर जीभ छाटली जाईल सह्याद्री…,Offensive,TIN,OTH
हे टुकार दळभद्री चित्र त्या विवेक अग्निहोत्री ने नुसते कंगना ला फॉरवर्ड केले की कुत्सित बुद्धीने स्वतः…,Offensive,TIN,OTH
वर्ष गोट्या खेळले का? म्हणे प्रयत्नांची शर्थ करू,Offensive,TIN,OTH
गोट्या खेळत होते,Offensive,TIN,OTH
भिकारचोट लेकाचे मिडिया कलाकार सगळे विकले गेले आहे राज्य सरकारच्या कामासाठी,Offensive,TIN,OTH
तुझ्या घरी आला होतो का माझा बाप मादरचौद चल निघ बिहारी,Offensive,TIN,OTH
खूप घाण शिव्या येत आहेत आता या पारभाषिक रांडांची बाजू घेणारे नक्कीच रांड चीच अवलाद असणार,Offensive,TIN,OTH
मंद सैनिकांना हे घंटा माहीत आहे काय कुठे असतं ते बस्स जीभ उचला आणि लावा टाळ्याला,Offensive,TIN,OTH
महाराष्ट्रातील जनतेला व्हेंटिलेटर मास्क पीपीई किट देणार नाहीत पण एका माथेफिरू बाईला ग्रेड सुरक्षा देणार,Offensive,TIN,OTH
काही सांगू शकत नाही ह्या मंद सैनिकांचं आज सकाळी काही ज्येष्ठ लोकं भेटले मॉर्निंग वॉक ला ज्यांना खात्री…,Offensive,TIN,OTH
च्यायला हे येडझवेच आहे वाटत विरोधी पक्ष नेता म्हणून भाव दिला तरी रडतय नाही दिला तरी रडतात साले,Offensive,TIN,OTH
बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत खाल्या मिठाला तरी जागा रे डुप्लिकेट बिहाऱ्यांनो जय,Offensive,TIN,OTH
अरे कसा रे तू इतका मंद हींदिचा चाटूकार मंदबुद्धीमधे तुम्ही भैय्ये लोक भारतात सर्वात पुढे इत…,Offensive,TIN,OTH
भक्तांची आधुनिक झासी कंगना रानावत हिचे झाशीच्या राणी बद्दलच वक्तव्य बघा तुम्हाला लाज वाटायला पाहिजे दळभद्री बिं…,Offensive,TIN,OTH
मुम्बई मधे तुम्ही तरी काय करुन दाखवलेझाट सुधा नाही दर वर्षी पावसाळा आला की तुम्ही केलेली…,Offensive,TIN,OTH
त्यांच्यापेक्षा त्यांचे नेते जास्त मंद आहेत,Offensive,TIN,OTH
कोरोनाचे बघा आता नाहीतर लोक शेण घालतील तुमच्या तोंडात,Offensive,TIN,OTH
हरामखोर लोकांनी स्वतःसाठी लावला असणार चिंग चॉन्ग गाण्यांवर मज्जा येत नाही म्हणून दळभद्री कुठचे,Offensive,TIN,OTH
तुम्ही तर शरदची लाळ चाटतत म्हणुन शब्द तसेच येणार जास्ती तोंडात एका बाजूला ठेवून,Offensive,TIN,OTH
अरे जेव्हा कंगना मुंबई बद्दल अपशब्द काढत होती तेव्हा तुझ्या सारख्या महाराष्ट्रद्रोही आणि दळभद्री लोक बिळात जाऊन बसले होते आ…,Offensive,TIN,OTH
ज्या पाकिस्तानने आपले जवान शहिद केले त्या भिकारचोट पाकिस्तानच्या पंतप्रधानांसोबत तुमच्या शेठनी बिर्याणी खाल्ली ना ?…,Offensive,TIN,OTH
राजा खुश होत होता तेवढ्यात एक सहा सात वर्षांचा मुलगा तेथे आला आणि म्हणाला आयला ह्यो राजा तर नागडाच फिरतोय ते…,Offensive,TIN,OTH
असले दळभद्री चादरमोद कसे काय कुणाचे हिरो असु शकतील,Offensive,TIN,OTH
१०५ सह उरलेल्या सर्वाना एकच काम आपापल्या गोटया काढून गोटीगोटी खेळणेते पण स़ंजयने दिलंय,Offensive,TIN,OTH
राज्यात पोहे खाल्ले जातात पोहा नाही असे छुपी हिंदीकरण दिसेल तिथे हाणून पाडा आणि हो इथली राजभाषा…,Offensive,TIN,OTH
हे असले दळभद्री देशसेवक लोकांच्या टॅक्स मधून पेन्शन घेणार आणि धुणीभांडी भाजप ची करणार,Offensive,TIN,OTH
भाजपा राम कदम वागण्यात चुकले नाहीत तर बोलण्यात चुकले मग अजित दादा तरी काय तोंडात मुतले होते का…,Offensive,TIN,OTH
राम कदम वागण्यात चुकले नाहीत तर बोलण्यात चुकले भाजपा मग अजित दादा तरी कुठं भक्तांच्या तोंडात मुतले होते,Offensive,TIN,OTH
थाय लंड,Offensive,TIN,OTH
गरीब जनतेला मिळालेले तांदूळ दुसऱ्या देशात विकणारे टिकाऊ ब्रा रांड का ??,Offensive,TIN,OTH
फर्जी महानायक असली नालायक,Offensive,TIN,OTH
भेंचोद जेव्हा कोरोना कोरोना चालू होतं तेव्हा आईघाले म्हणायचे की चीन जीडीपी बेरोजगारीवर का बोलत नाय क…,Offensive,TIN,OTH
तुम्ही काय गोट्या खेळायला राज्य सरकार मध्ये आला आहे का ? केंद्राचं काय संबंध?,Offensive,TIN,OTH
मंद आहेत ही लोक,Offensive,TIN,OTH
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तु…,Offensive,TIN,OTH
ह्या न्यूज चॅनेल वाल्यांच्या तमाशा पाहून बाजारातून मेथी आणि कोथिंबीर आणायची सुद्धा भीती वाटते,Offensive,TIN,OTH
छत्रपती शिवाजी महाराज ह्यांची तुलना कोणाशीही होऊ शकतच नाही तरी सुद्धा मध्येच काही बावळट काही तरी उपद्व्याप करत अस…,Offensive,TIN,OTH
पण बरेच जण जन्मजात मंद मूर्ख आणि अंधभक्त असतातच की,Offensive,TIN,OTH
कर्नाटक मध्ये जेव्हा छत्रपती शिवाजी महाराजांचा पुतळा गायप केला गेला होता तेव्हा तोंडात काय गिळून गप्प होता,Offensive,TIN,OTH
मंदसत्तेचे लालची तुम्ही म्हणून आज गुंडांना मंत्री बनवून बाजूला बसलात बाळा साहे…,Offensive,TIN,OTH
आयटी सेल वाले दळभद्री,Offensive,TIN,OTH
@USER महागाई ची तुलना हिंदू धर्मा बरोबर करणारा हा चूतीया फक्त हिंदू च असतो दुसरी कोणाची हिम्मत नाही उघड उघड बोलायची…,Offensive,TIN,IND
महागाई ची तुलना हिंदू धर्मा बरोबर करणारा हा चूतीया फक्त हिंदू च असतो दुसरी कोणाची हिम्मत नाही उघड उघड बोलायची…,Offensive,TIN,IND
@USER @USER @USER @USER तू गांडू आहेस का दुसऱ्याला चुतीया बोलतोसतुझ्या बोच्यावर कधी…,Offensive,TIN,IND
@USER @USER अबे चूतिया ला मोदी सरकारने पण शपथ घेतली होती त्यांला पण पणवती आहे म्हणून म्हणणार…,Offensive,TIN,IND
@USER @USER @USER @USER चुतीया आहे तो एकजेव्हा तर्क नसतात त्यावेळी गुजरात अंधभ…,Offensive,TIN,IND
@USER @USER @USER एक वेगळाच चुतीया@USER वेगळीच चुतियागिरी ‍‍,Offensive,TIN,IND
आपले मुख्यमंत्री आहेत असं केकटणारा चुतीया कोण आहे?,Offensive,TIN,IND
@USER भाई जगताप ला बैलगाडी सांभाळता आलं नाही पण बाता बघायाच्या म्हणजे चुतीया बनायची पण एखाद असते यार राहु…,Offensive,TIN,IND
@USER मोगली चुतिया वावा,Offensive,TIN,IND
@USER @USER मंत्री आहे चुतीया मंत्री आहे राहतो कोंकणात आणि कोकणातील लोकांच्या मदतीसाठी मोदी ना विचारतो,Offensive,TIN,IND
@USER तू ला माहीत होत पुर येणार तर येडझवया त्या ८ रुग्णांना तुझ्याच घरी ठेवायचं चुतीया,Offensive,TIN,IND
@USER ब्लु टिक सांगत आहे हे तुम्ही केलेले ट्विट आहे चुतीया बनवू शकत नाही लोकांना चुतीया रिपोर्टर,Offensive,TIN,NULL
@USER ‍ लोकं येडझवे आहेत म्हणूनच चुतीया अन् गांडू राजकारणी लोकं हवे तसे वागवतात आपल्याला,Offensive,TIN,GRP
@USER चुतीया चॅनेल,Offensive,TIN,OTH
जेव्हा महाराष्ट्र पुरात बुडत होता तेव्हा काही चुतिया लोकं विडिओ बनवत होते व सेल्फी काढत होते माझया कडे विडिओ व से…,Offensive,TIN,GRP
@USER ब्राम्हणांनी जातीयतेचं विष इतक समाजात खोल रुजवलं आहे की अजुन किती पिढ्या याखाली भरडल्या जातील नाही सांगता येणारमी माञ आ…,Offensive,TIN,GRP
@USER चुतीया,Offensive,TIN,IND
@USER @USER @USER @USER चुतिया ४,Offensive,TIN,GRP
@USER अखंड चुतिया आहे तो,Offensive,TIN,IND
@USER @USER चुतिया,Offensive,TIN,GRP
@USER @USER @USER तू न लावता चाटतोस तुझ्या प्रत्येक वरून कळतं ते झाटू मी…,Offensive,TIN,IND
@USER लोकांना हिंदुत्वाच्या नावाने चुतिया बनवणारे आज स्वतःच्या भाजपा कार्यालयाच्या लायब्ररीत कुराण ठेव…,Offensive,TIN,IND
@USER @USER @USER यांच्या बापाची सत्ता मुंबई पालिकेत आणि जाब इतरांना विचारणारकाय लोणचं घालाय…,Offensive,TIN,OTH
@USER @USER @USER चुतिया अंध भक्त,Offensive,TIN,IND
@USER @USER चुतिया अंध भक्त,Offensive,TIN,IND
@USER पप्पू आणि त्याच्या मूर्ख पिद्दी मिडीयाची हेरगिरी करुन इस्राएलला काय घंटा मिळणार ?ते इतके चुतीया नाहीत,Offensive,TIN,OTH
पप्पू आणि त्याच्या मूर्ख पिद्दी मिडीयाची हेरगिरी करुन इस्राएलला काय घंटा मिळणार ?ते इतके चुतीया नाहीत,Offensive,TIN,OTH
@USER ची जरा मंद आहे,Offensive,TIN,IND
@USER @USER @USER अरे मंद बुध्दी थोडे तरी डोकं लाव की निवडणूक आयोग कोणाच्या येतेलय अवघड ये तुमचं,Offensive,TIN,IND
@USER @USER @USER मंद बुद्धी भक्त …,Offensive,TIN,IND
@USER @USER @USER हे लोक स्वतः मंद बुद्धीचे प्रदर्शन करतात,Offensive,TIN,GRP
@USER @USER तुमचा ड्रॅगन मंद आहे,Offensive,TIN,OTH
@USER @USER मलकाच टोचन भेटलं तर एझवझ बोलायला लागलं अरे भिकरचोट हरले ना घरात काय बसवले मंद बु…,Offensive,TIN,OTH
@USER तुमच्या पक्षाचे काय झाले ते बघा आधी मंद,Offensive,TIN,GRP
@USER मंद आहे तो पण,Offensive,TIN,IND
@USER @USER अरे मंद बंगाल दाखवल्या वर का जळते??आणि महत्वाचं पंढरपूर मध्ये काय भाजपचा निष्ठावं…,Offensive,TIN,IND
@USER @USER त्यांना हेच माहीत नाही की ते मंद आहेत ते हीच मोठी समस्या आहे,Offensive,TIN,GRP
@USER @USER मंद लोकांना विचारणं आणि सावध करणं टाळा,Offensive,TIN,GRP
@USER मंद बुद्धी,Offensive,TIN,IND
@USER आपण पंढरपूर ला आणि त्या मंद बुद्धीने बंगाल मध्ये आणि आसाम मध्ये जे घाव घवीत यश मिळालं ते अतुलनीय आहे मोठा पेक्षा,Offensive,TIN,IND
विजय शंकर आयपीएल मधला सगळ्यात जड आणि मंद क्रिकेटर,Offensive,TIN,IND
@USER @USER मंद बुद्धी,Offensive,TIN,IND
@USER मंद बुद्धि,Offensive,TIN,IND
अंध भक्त मंद भक्त भक्त। भ…,Offensive,TIN,IND
@USER कॉंग्रेस घराणेशाही मुळ मंद लोकांचा पक्ष झाला आहे,Offensive,TIN,OTH
@USER @USER मंद बुद्धि,Offensive,TIN,IND
@USER @USER @USER अरे मंद बुद्धी ममता च्या विजया मागे हात होता म्हणे पंढरपूर निवडून आणता आलं नाही…,Offensive,TIN,IND
@USER @USER @USER खंडणी प्रकरण आहे मंद साहेब ते मुकेश अंबानी शी करताना पकडला गेलात तसेच हे,Offensive,TIN,IND
@USER अहो त्याचा रोजगार गेला ना तो महिन्याला ४० पैसे कमवायचा असली मंद बुध्दी लोक आहेत आपल्याकडे ज्यांना…,Offensive,TIN,OTH
@USER चंपा जी ब्लॉक करुन जाणारे भुरटे धड निवडणून येत नाही आणि आत्ता धमक्या द्यायला चालू झाले मंद बुद्धी नेता तेलकट चंपा …,Offensive,TIN,IND
चंपा जी ब्लॉक करुन जाणारे भुरटे धड निवडणून येत नाही आणि आत्ता धमक्या द्यायला चालू झाले मंद बुद्धी नेता तेलकट चंपा …,Offensive,TIN,IND
केली का काय होते ते सांगा या झमन्याला आणि चेंबूर च्या एका म्हाताऱ्याच्या घरात घुसून डोळा फोडतात आ…,Offensive,TIN,GRP
@USER @USER हा मटनकरी अतिशय नालायक माणूसबाजारू नालायक,Offensive,TIN,IND
@USER किती नालायक लोक है तुम्ही राज्यात आणि देशामध्ये करोना चा धुमकल लागला आणि तुम्हाला लोकांना सत्तेची भूक आहेहे पाप कुठे…,Offensive,TIN,GRP
@USER @USER एकजात नालायक भडवे पत्रकार हैत काल नाच नाचले आज परत कोरोनाकड वळले माणस जाळली जातायत कुत्र्यागत,Offensive,TIN,GRP
@USER @USER @USER हा नालायक सरकार मध्ये कोण आहे?,Offensive,TIN,GRP
